"ID","Pt_type","ID_nxt","Hylak_id","x","y","Q","C_w","C_sd","WWTPremoval","is_canal","Q_model_m3s","Q_source_id","Q_reference_short","Q_reference_url","Q_regime","Q_data_period","Q_value_origin","Q_derivation_rule","dist_nxt","Q_lake_m3s","lake_throughflow_m3s","lake_transport_mode","lake_residence_time_days","pathogen_profile_id","pathogen_profile_set","pathogen_profile_label","pathogen_profile_region","pathogen_profile_country","pathogen_profile_confidence","pathogen_prevalence_rate","pathogen_excretion_rate","f_pathogen_direct","pathogen_prevalence_source","pathogen_excretion_source","pathogen_wwtp_source","pathogen_reference_url","substance","concentration_units","basin_id"
"P_00013","node","P_00021",0,0.120833333333259,6.12916666666651,1085.21997070312,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00014","START","Source00002",0,0.133333333333258,6.18333333333317,1085.21997070312,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1442.25238213494,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00002","agglomeration","P_00015",0,0.142543807659211,6.17412297129154,1085.21997070312,0.00843671867199428,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,515.113291257638,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00015","node","Source00003",0,0.145833333333259,6.17083333333317,1085.21997070312,0.00836058005418413,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1565.30799030828,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00003","agglomeration","P_00016",0,0.145833348760383,6.1566906190044,1085.21997070312,0.0104429330251395,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,279.349606656687,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00016","node","P_00017",0,0.145833333333258,6.15416666666651,1085.21997070312,0.0103917177893274,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1304.94070949339,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00017","node","Source00004",0,0.137499999999925,6.14583333333318,1085.21997070312,0.0101557805965447,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,756.432282345549,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00004","agglomeration","P_00018",0,0.130671609933683,6.14583334296677,1085.21997070312,0.0100345654604963,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,166.714523598938,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00018","node","P_00019",0,0.129166666666592,6.14583333333318,1085.21997070312,0.0100051665798294,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1304.96963313661,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00019","node","P_00020",0,0.12083333333326,6.13749999999984,1085.21997070312,0.00977800080345518,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,922.347974991302,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00020","node","P_00021",0,0.120833333333259,6.12916666666651,1085.21997070312,0.00962055883613188,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00021","JNCT","Source00005",0,0.120833333333259,6.12916666666651,1085.21997070312,0.00962055883613188,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2082.93196448759,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00005","agglomeration","P_00022",0,0.134134490485888,6.11586567438104,1085.21997070312,0.204079537429182,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,527.047751768512,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00022","node","Source00006",0,0.137499999999925,6.11249999999984,1085.21997070312,0.202195313339701,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,298.59136558784,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00006","agglomeration","P_00023",0,0.140195257656591,6.11250001416917,1085.21997070312,0.274390240982703,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,624.606195586593,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00023","node","Source00007",0,0.145833333333257,6.11249999999984,1085.21997070312,0.271390485397304,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,745.449666437638,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00007","agglomeration","P_00024",0,0.150593648525294,6.10773974726152,1085.21997070312,0.313641288794256,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,559.531531147882,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00024","node","Source00008",0,0.154166666666591,6.10416666666651,1085.21997070312,0.310567903725764,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1610.56923853503,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00008","agglomeration","P_00025",0,0.168704650888129,6.10416680828989,1085.21997070312,0.408538407017284,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1159.00660658077,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00025","node","P_00037",0,0.179166666666589,6.10416666666651,1085.21997070312,0.400289568924727,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00026","JNCT","P_00027",0,0.22916666666659,6.1791666666665,1085.21997070312,5.0451343709059e-05,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3689.05289963918,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00027","node","P_00028",0,0.229166666666591,6.14583333333318,1085.21997070312,4.72798678499596e-05,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1304.85779603369,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00028","node","Source00009",0,0.220833333333257,6.13749999999984,1085.21997070312,4.62064766304917e-05,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,560.233521289632,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00009","agglomeration","P_00029",0,0.215775763089385,6.13750001550804,1085.21997070312,0.0120461537470157,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,362.861741814991,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00029","node","P_00030",0,0.212499999999924,6.13749999999984,1085.21997070312,0.0119694707020585,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,922.275299464173,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00030","node","P_00031",0,0.212499999999924,6.12916666666651,1085.21997070312,0.0117767575117341,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1304.89612955042,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00031","node","Source00010",0,0.204166666666592,6.12083333333317,1085.21997070312,0.0115093829229846,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,503.834708907656,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00010","agglomeration","P_00032",0,0.204166673953281,6.11628090200018,1085.21997070312,0.0157373256769568,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,418.446597016682,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00032","node","Source00011",0,0.204166666666592,6.11249999999984,1085.21997070312,0.0156218558386613,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,784.31348607171,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00011","agglomeration","P_00033",0,0.209175407369626,6.10749132014182,1085.21997070312,0.0947954442937146,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,520.602559640033,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00033","node","Source00012",0,0.212499999999924,6.10416666666651,1085.21997070312,0.093930871660635,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,133.013381437225,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"Source00012","agglomeration","P_00034",0,0.213700713179549,6.10416667464034,1085.21997070312,0.0937943448069971,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,790.139228641861,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,1,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00034","node","P_00041",0,0.220833333333257,6.10416666666651,1085.21997070312,0.0924990760074717,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
"P_00035","JNCT","Source00013",0,0.17916666666659,6.09583333333318,1085.21997070312,0.0112475258379664,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,545.867772630772,NA,NA,NA,NA,"ghana_ssa_campylobacter_screening","ghana_ssa_screening","Ghana/SSA Campylobacter screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.11,1e+11,0,"Karikari et al. 2016; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://doi.org/10.5897/AJMR2016.8296","campylobacter","CFU/L","volta"
